name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;638;0;755;3139;1601;3139;1294;0
header;189;168;189;201;1822;201;1822;168
A;1022;231;1022;259;1043;259;1043;231
B;862;327;862;345;876;345;876;327
B;1023;902;1023;929;1044;929;1044;902
A;1159;1195;1159;1200;1166;1200;1166;1195
A;1161;1209;1161;1213;1164;1213;1164;1209
C;1022;1569;1022;1597;1043;1597;1043;1569
A;764;1712;764;1724;771;1724;771;1712
B;988;2199;988;2223;1006;2223;1006;2199
D;1023;2243;1023;2269;1044;2269;1044;2243
A;1289;2510;1289;2516;1296;2516;1296;2510
A;1030;2545;1030;2548;1033;2548;1033;2545
A;840;2845;840;2846;841;2846;841;2845
