name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;955;0;1002;3139;1159;3139;1112;0
header;225;167;225;200;1839;200;1839;167
B;963;686;963;714;981;714;981;686
C;974;987;974;1013;990;1013;990;987
B;972;1127;972;1152;988;1152;988;1127
D;971;1161;971;1188;988;1188;988;1161
B;1114;1605;1114;1633;1130;1633;1130;1605
B;1114;1712;1114;1739;1131;1739;1131;1712
A;1112;2309;1112;2335;1127;2335;1127;2309
A;1020;2394;1020;2395;1020;2395;1020;2394
A;1010;2412;1010;2414;1012;2414;1012;2412
A;1106;2448;1106;2474;1120;2474;1120;2448
B;1114;2730;1114;2748;1130;2748;1130;2730
A;1024;2800;1024;2801;1026;2801;1026;2800
A;1011;2806;1011;2806;1011;2806;1011;2806
D;1118;2866;1118;2884;1132;2884;1132;2866
